ID_SITE,ID_ENTITY,entity_name,latitude,longitude,elevation,depositional_context,measurement_method,TYPE,source,core_location,last_updated,ID_UNIT,id,ENTITY_ID,"Alpha-2 code","Alpha-3 code"
1590,2019,"Changwu County XHC profile",35.15,107.93,-999999,soil,"Charcoal separated by heavy liquid preparation",concentration,"digitized from publication",-999999,2021-03-04,22,1291,2019,CN,CHN
1591,2020,"Xiadawu core XDW3",35,99.26,3988,soil,"Pollen slide",concentration,author,-999999,2021-03-04,22,1292,2020,CN,CHN
1592,2021,"Tianchi Lake core GSA07-1",35.26,106.31,-999999,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-04,22,1293,2021,CN,CHN
1593,2022,"Hougongzhai section",35.68,107.58,-999999,soil,"Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,124,1294,2022,CN,CHN
1594,2023,"Qiaocun section",35.1,107.5,-999999,soil,"Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,124,1295,2023,CN,CHN
1595,2024,"Tanjialing site",30.77,113.08,-999999,archaeological,"Pollen slide",concentration,"digitized from publication",-999999,2021-03-04,22,1296,2024,CN,CHN
1596,2025,"Little Lake core 93",44.167778,-123.582222,210,"bog sediment",Sieved,influx,author,"central core",2021-03-04,10,1297,2025,US,USA
1596,2026,"Little Lake core 91",44.167778,-123.582222,210,"lake sediment",Sieved,concentration,author,"marginal core",2021-03-04,11,1298,2026,US,USA
1597,2027,"Serra do Tepequem core",3.792011,-61.704331,635,soil,"Pollen slide",concentration,Neotoma,-999999,2021-03-04,229,1299,2027,VE,VEN
1598,2028,"Lago Catemaco core",18.666667,-95,340,"lake sediment","Pollen slide","raw count",Neotoma,"marginal core",2021-03-04,110,1301,2028,MX,MEX
1599,2029,"Laguna EkNaab core",17.421145,-89.236475,160,"lake sediment",Sieved,"raw count",Neotoma,"central core",2021-03-04,231,1302,2029,BZ,BLZ
1600,2030,"Iztapa core",13.951908,-90.659736,10,"bog sediment",-999999,concentration,Neotoma,-999999,2021-12-01,232,1303,2030,GT,GTM
1601,2031,"Laguna Cocha Caranga core",-4.045861,-79.159583,2710,"lake sediment","Pollen slide","raw count",Neotoma,"central core",2021-12-01,233,1304,2031,EC,ECU
1601,2032,"Cocha Caranga Forest core",-4.045861,-79.159583,2700,soil,"Pollen slide","raw count",Neotoma,"central core",2021-12-01,233,1305,2032,EC,ECU
1601,2033,"Cocha Caranga Mire core",-4.045861,-79.159583,2710,"bog sediment","Pollen slide","raw count",Neotoma,"central core",2021-12-01,233,1306,2033,EC,ECU
1602,2034,"Lake Refugio1 core",-13.091358,-71.708429,3401,"lake sediment","Charcoal particles identified by imaging software",other,Neotoma,-999999,2021-03-04,234,1307,2034,PE,PER
1603,2035,"Lake Refugio2 core",-13.094888,-71.70526,3406,"lake sediment","Charcoal particles identified by imaging software",other,Neotoma,-999999,2021-03-04,234,1308,2035,PE,PER
1604,2036,"Lake Refugio3 core",-13.099145,-71.70314,3404,"lake sediment","Charcoal particles identified by imaging software",other,Neotoma,-999999,2021-03-04,234,1309,2036,PE,PER
1605,2037,"Lake Carana core",-2.834645,-55.041785,5,"lake sediment",Sieved,concentration,Neotoma,"marginal core",2021-03-04,174,1310,2037,BR,BRA
1606,2038,"Lake Acarabixi core_micro",-0.345833,-64.498889,33,"fluvial/alluvial sediment","Pollen slide",influx,Neotoma,-999999,2021-12-01,21,1311,2038,BR,BRA
1606,2039,"Lake Acarabixi core_macro",-0.345833,-64.498889,33,"fluvial/alluvial sediment","Pollen slide",influx,Neotoma,-999999,2021-12-01,237,1312,2039,BR,BRA
1607,2040,"Lago Rogaguado core_micro",-12.997389,-65.986139,125,"lake sediment","Pollen slide",concentration,Neotoma,"marginal core",2021-12-01,238,1313,2040,BO,BOL
1607,2041,"Lago Rogaguado core_macro",-12.997389,-65.986139,125,"lake sediment",Sieved,concentration,Neotoma,"marginal core",2021-12-01,40,1315,2041,BO,BOL
1608,2042,"Cerro Toledo CT core",-4.374611,-79.111528,3150,"bog sediment","Pollen slide","raw count",Neotoma,-999999,2021-03-04,240,1317,2042,EC,ECU
1608,2043,"Cerro Toledo CTB core",-4.374611,-79.111528,3110,"bog sediment","Pollen slide","raw count",Neotoma,-999999,2021-03-04,240,1318,2043,EC,ECU
1609,2044,"Rabadilla de Vaca mire core",-4.256583,-79.120917,3200,"bog sediment","Pollen slide","raw count",Neotoma,"central core",2021-12-01,240,1319,2044,EC,ECU
1610,2045,"Valle Pequeno core",-4.116083,-79.172056,3244,"bog sediment","Pollen slide","raw count",Neotoma,"central core",2021-03-04,240,1320,2045,EC,ECU
1611,2046,"Laguna Rabadilla de Vaca core",-4.255472,-79.112139,3312,"lake sediment","Pollen slide",influx,Neotoma,"central core",2021-12-01,241,1321,2046,EC,ECU
1612,2047,"Laguna Zurita core",-3.974667,-79.117611,2590,"lake sediment","Pollen slide","raw count",Neotoma,"central core",2021-12-01,242,1322,2047,EC,ECU
1613,2048,"ECSF Refugio core",-3.975,-79.073611,2520,soil,"Pollen slide","raw count",Neotoma,-999999,2021-03-04,242,1323,2048,EC,ECU
1614,2049,"ECSF T2250 core",-3.980917,-79.074472,1990,soil,"Pollen slide","raw count",Neotoma,-999999,2021-03-04,242,1324,2049,EC,ECU
1615,2050,"ECSF Cerro de Consuelo core",-4.002444,-79.059583,3155,soil,"Pollen slide","raw count",Neotoma,-999999,2021-03-04,242,1325,2050,EC,ECU
1616,2051,"Cenote Kail core_micro",16,-91.554,1534,"lake sediment","Pollen slide",influx,Neotoma,-999999,2021-03-04,243,1326,2051,GT,GTM
1616,2052,"Cenote Kail core_macro",16,-91.554,1534,"lake sediment","Pollen slide",influx,Neotoma,-999999,2021-03-04,189,1327,2052,GT,GTM
1617,2053,"Lagunas Natosas Bosque core",-4.730417,-79.424064,3495,"bog sediment","Pollen slide","raw count",Neotoma,"central core",2021-03-04,240,1328,2053,PE,PER
1618,2054,"Dragonfly Lake Core A",60.8119444,-135.34,760,"lake sediment",Sieved,concentration,author,"central core",2021-11-04,299,1329,2054,CA,CAN
1619,2055,"Core B",66.089,-146.73,207,"lake sediment",Sieved,concentration,author,"marginal core",2021-03-12,13,1330,2055,US,USA
1620,2056,"Haircut Lake Core A count",60.515555,-133.205555,1000,"lake sediment",Sieved,count,author,"central core",2021-05-08,185,1331,2056,CA,CAN
1624,2062,"Lone Pine composite",40.2327333,-105.73165,3016,"lake sediment",Sieved,concentration,author,"central core",2021-03-12,11,1332,2062,US,USA
1625,2063,"Odessa Lake composite",40.3303667,-105.6854,3051,"lake sediment",Sieved,concentration,author,"central core",2021-03-12,11,1333,2063,US,USA
1626,2064,"Sand Beach composite",40.2187667,-105.6018,3140,"lake sediment",Sieved,concentration,author,"central core",2021-03-12,11,1334,2064,US,USA
1627,2065,"Thunder Lake composite",40.2219,-105.6472833,3231,"lake sediment",Sieved,concentration,author,"central core",2021-03-12,11,1335,2065,US,USA
1628,2066,"Wentworth Lake core",48.0166667,-124.533333,47,"lake sediment",Sieved,count,Neotoma,"central core",2021-11-01,180,1336,2066,US,USA
1629,2067,"Yahoo Lake core",47.683333,-124.016667,710,"lake sediment",Sieved,count,author,"central core",2021-11-01,1,1337,2067,US,USA
1630,2068,"Little Pond Bolton core",42.42234,-71.587738,99,"lake sediment","Pollen slide",concentration,IMPD,"central core",2021-03-12,23,1338,2068,US,USA
1631,2069,"Little Pond Royalston core",42.675,-72.19167,302,"lake sediment","Pollen slide","charcoal area",author,"central core",2021-03-12,292,1339,2069,US,USA
1632,2070,"Berry East core",42.6201,-71.08733,43,"lake sediment",Sieved,concentration,author,"central core",2021-03-12,11,1340,2070,US,USA
1633,2071,"Wonderkrater borehole 4",-24.4336,28.7519,1100,"lake sediment","Pollen slide",other,PANGAEA,-888888,2021-03-12,90,1341,2071,ZA,ZAF
1633,2072,"Wonderkrater borehole 3",-24.4336,28.7519,1100,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4",-888888,2021-05-08,114,1342,2072,ZA,ZAF
1634,2073,"Chickaree composite core",40.334125,-105.841095,2796,"lake sediment",Sieved,"raw count",Neotoma,"central core",2021-12-01,34,1343,2073,US,USA
1635,2074,"Mukhrino Mire core",60.8889,68.7026,35,"bog sediment","Pollen slide",concentration,author,"central core",2021-03-18,294,1344,2074,RU,RUS
1636,2075,"Gourte Mires core",51.06,-3.67,291,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-03-18,130,1346,2075,GB,GBR
1637,2076,"Jan Lake core_gtr125",63.56667,-143.9,485,"lake sediment",Sieved,concentration,author,"central core",2021-05-08,11,1347,2076,US,USA
1637,2077,"Jan Lake core_gtr250",63.56667,-143.9,485,"lake sediment",Sieved,concentration,author,"central core",2021-03-18,17,1348,2077,US,USA
1638,2078,"Lake Biwa Takashima-oki Core",35.24,136.05,84,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-18,147,1349,2078,JP,JPN
1638,2079,BIW95-4,35.245,136.054,84,"lake sediment","Pollen slide",concentration,PANGAEA,"central core",2021-03-18,152,1350,2079,JP,JPN
1638,2080,BIW08B,35.24,136.06,84,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-18,147,1351,2080,JP,JPN
1639,2081,"MD96-2098 microchar",-25.6,12.63,-2909,"marine sediment","Charcoal particles identified by imaging software",concentration,PANGAEA,-888888,2021-03-18,22,1352,2081,NA,NAM
1640,2082,"Steel Lake core",46.9731,-94.6837,425,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-03-18,15,1353,2082,US,USA
1641,2083,"Viitna_Pikkjarv core 55_less100",59.446389,26.010556,76.5,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-18,195,1354,2083,EE,EST
1641,2084,"Viitna_Pikkjarv core 55_gtr100",59.446389,26.010556,76.5,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-18,50,1355,2084,EE,EST
1642,2085,"Lake Lisan core 5017-1-A_micro",31.51,35.47,-430,"lake sediment","Pollen slide",concentration,PANGAEA,"central core",2021-03-19,297,1356,2085,PS,PSE
1642,2086,"Lake Lisan core 5017-1-A_macro",31.51,35.47,-430,"lake sediment","Pollen slide",concentration,PANGAEA,"central core",2021-03-19,298,1357,2086,PS,PSE
1643,2087,"Marcella Lake Core Z count",60.0736111,-133.807777,697,"lake sediment",Sieved,"raw count",author,"central core",2021-03-19,185,1358,2087,CA,CAN
1643,2088,"Marcella Lake Core A-Z composite",60.0736111,-133.807777,697,"lake sediment",Sieved,concentration,author,"central core",2021-03-19,299,1359,2088,CA,CAN
1644,2089,"SoT Core Z",66.0285,-147.549,256,"lake sediment","Charcoal particles identified by imaging software",concentration,author,"central core",2021-03-19,108,1360,2089,US,USA
1645,2090,"Turbuta core",47.3725,23.4986,275,"lake sediment","Pollen slide","per unit weight","Global Charcoal Database Version 4",-777777,2021-03-19,23,1361,2090,RO,ROU
1646,2091,"Mallard Lake core",51.287669,-101.324722,570,"lake sediment",Sieved,concentration,NOAA,"central core",2021-03-19,113,1362,2091,CA,CAN
1647,2092,"Balywillin Crannog core",52.775,-7.4167,20,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","marginal core",2021-03-25,43,1363,2092,IE,IRL
1648,2093,"Black HF core",41.3281,-70.7923,13,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1364,2093,US,USA
1649,2094,"Blaneys Pond HF core",41.4717,-70.7652,5,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,302,1365,2094,US,USA
1650,2095,WQ‐1,45.616667,80.183333,1300,"fluvial/alluvial sediment","Pollen slide",influx,PANGAEA,"central core",2021-03-25,28,1366,2095,KZ,KAZ
1651,2096,"Cain HF core",41.8583,-70.9784,20,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1367,2096,US,USA
1652,2097,"Coldwater Lake core",46.01666,-99.06666,596,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,11,1368,2097,US,USA
1653,2098,"Rice lake core",48,-101.53333,620,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,11,1369,2098,US,USA
1654,2099,"Deep_Taunton core",41.8824,-71.0115,7,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1370,2099,US,USA
1655,2100,"Derragh bog core",53.7667,-7.4167,70.5,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-03-25,43,1371,2100,IE,IRL
1656,2101,"Derragh Lough core",53.7611,-7.5778,62,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 4","central core",2021-03-25,43,1372,2101,IE,IRL
1657,2102,"Doe HF core",42.1754,-72.7024,79,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1373,2102,US,USA
1658,2103,"Duarte Pond HF core",41.42,-70.6155,15,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-25,113,1374,2103,US,USA
1659,2104,"Green HF core",42.5668,-72.5111,82,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1375,2104,US,USA
1660,2105,"Lake Salet core",53.94,21.3224,132,"lake sediment","Pollen slide",influx,author,"central core",2021-03-25,211,1376,2105,PL,POL
1661,2106,"Sandy Hill Pond core",41.6896,-70.3648,16,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1377,2106,US,USA
1662,2107,"Sears HF core",40.8845,-72.5783,2,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1378,2107,US,USA
1663,2108,"Canoe core",53.04889,-57.67175,166,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,303,1379,2108,CA,CAN
1664,2109,"Big Beer core",53.12281,-60.10361,315,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,303,1380,2109,CA,CAN
1665,2110,"111 core",59.912878,-96.9576,225,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,29,1381,2110,CA,CAN
1666,2111,"150 core",59.875018,-98.1318,299,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,29,1382,2111,CA,CAN
1667,2112,"396 core",59.571677,-98.5591,317,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,29,1383,2112,CA,CAN
1668,2113,"614 core",59.321304,-97.2804,268,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,29,1384,2113,CA,CAN
1669,2114,"630 core",59.314377,-98.0836,271,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,29,1385,2114,CA,CAN
1670,2115,"785 core",59.118988,-97.4093,234,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,29,1386,2115,CA,CAN
1671,2116,"Shuttle core",59.84616,-97.6351,276,"lake sediment",Sieved,concentration,"Arctic Data Center","central core",2021-03-25,29,1387,2116,CA,CAN
1672,2117,"Umpawaug core",41.3061,-73.4497,138,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1388,2117,US,USA
1673,2118,"Uncle Seth's core",41.4331,-70.6647,13,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1389,2118,US,USA
1674,2119,"Uzunkol Lake core",50.4833,87.1083,1985,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-25,159,1390,2119,RU,RUS
1675,2120,"Ware core",42.4825,-70.8825,4,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1392,2120,US,USA
1676,2121,"Westside core",41.8556,-73.2566,390,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1393,2121,US,USA
1677,2122,"Wildwood Lake core",40.892,-72.6733,5,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,301,1394,2122,US,USA
1678,2123,"Antu Sinijarv core_less100",59.0625,26.24,95,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-25,275,1395,2123,EE,EST
1678,2124,"Antu Sinijarv core_gtr100",59.0625,26.24,95,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-25,275,1396,2124,EE,EST
1679,2125,"Grosser Treppelsee core",52.1438,14.451,52.2,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-25,134,1397,2125,DE,DEU
1681,2127,"Blood HF core",42.08,-71.9615,214,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,302,1398,2127,US,USA
1682,2128,"Harlock Pond HF core",41.403,-70.713,23,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,302,1399,2128,US,USA
1683,2129,"Icehouse Pond HF core",41.798,-69.961,19,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,302,1400,2129,US,USA
1684,2130,"Loch an Amair core",57.28,-4.89,315,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-03-25,84,1401,2130,GB,GBR
1685,2131,"Dubh-Lochan core",57.29,-4.43,150,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-03-25,84,1402,2131,GB,GBR
1686,2132,"Lochan na h-Inghinn core",58.25,-5.09,65,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-03-25,84,1403,2132,GB,GBR
1687,2133,"Reidh-lochan core",58.03,-4.12,160,"lake sediment",Sieved,influx,"Global Charcoal Database Version 4","central core",2021-03-25,84,1404,2133,GB,GBR
1688,2134,"Eagle Pond HF core",41.698,-70.137,11,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,302,1405,2134,US,USA
1689,2135,"Jemima Pond HF core",41.829,-69.985,3,"lake sediment",Sieved,concentration,author,"central core",2021-03-25,302,1406,2135,US,USA
1690,2136,"Knob Hill Pond HF core",44.3605,-72.3737,370,"lake sediment","Pollen slide",other,author,"central core",2021-03-25,23,1407,2136,US,USA
1693,2137,"Laguna Chaplin core LCH",-14.466667,-61.066667,200,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","marginal core",2021-05-08,72,1408,2137,BR,BRA
1694,2138,"Laguna Bella Vista core",-13.6167,-61.55,191,"lake sediment",Sieved,concentration,"Global Charcoal Database Version 4","marginal core",2021-05-08,72,1409,2138,BR,BRA
1695,2139,"Siberia 93-1",-17.833333,-64.718889,2920,"bog sediment","Pollen slide",other,"Global Charcoal Database Version 3","marginal core",2021-05-08,33,1410,2139,BO,BOL
1696,2140,"Cambara do Sul core",-29.0525,-50.1011,1040,"bog sediment","Pollen slide",concentration,"Global Charcoal Database Version 3","central core",2021-05-08,134,1412,2140,BR,BRA
1697,2141,"Caco MA97-1",-2.970219,-43.267808,120,"lake sediment","Pollen slide",concentration,"Global Charcoal Database Version 3","central core",2021-05-08,124,1413,2141,BR,BRA
1698,2142,"Tagua Tagua core",-34.5,-71.16,200,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 3","marginal core",2021-05-08,149,1414,2142,CL,CHL
1699,2143,"ODP Site 820 core",-16.63,146.3,-280,"marine sediment","Pollen slide",concentration,"Global Charcoal Database Version 3",-888888,2021-05-08,134,1415,2143,AU,AUS
1700,2144,"Okarito Pakihi composite",-43.2417,170.2167,70,"bog sediment",Sieved,concentration,"Global Charcoal Database Version 3","central core",2021-05-08,152,1416,2144,NZ,NZL
1701,2145,"Kohuora B",-36.9787,174.8427,30,"lake sediment","Pollen slide","pollen concentration",PANGAEA,"central core",2021-05-08,164,1417,2145,NZ,NZL
1702,2146,"MD95-2042 core_area",37.75,-10.16,-3146,"marine sediment","Charcoal particles identified by imaging software",concentration,"Global Charcoal Database Version 3",-888888,2021-05-08,76,1418,2146,PT,PRT
1702,2147,"MD95-2042 core_count",37.75,-10.16,-3146,"marine sediment","Charcoal particles identified by imaging software",concentration,"Global Charcoal Database Version 3",-888888,2021-05-08,22,1419,2147,PT,PRT
1703,2148,"Lake Tulane_Grimm1993",27.585,-81.5036,36,"lake sediment","Pollen slide",other,"Global Charcoal Database Version 4","central core",2021-05-08,161,1420,2148,US,USA
1704,2149,"Lagaccione composite core",42.5667,11.85,355,"lake sediment","Pollen slide",concentration,PANGAEA,"central core",2021-03-26,124,1421,2149,IT,ITA
1705,2150,"Valle di Castiglione composite core",41.8917,12.7597,44,"lake sediment","Pollen slide","pollen concentration",PANGAEA,"central core",2021-03-26,126,1422,2150,IT,ITA
1706,2151,"Caledonia Fen core",-37.3333,146.7333,1280,"bog sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 3","central core",2021-05-08,134,1423,2151,AU,AUS
1707,2152,"LW87 core",-38.35,142.6,100,"lake sediment","Pollen slide","pollen concentration","Global Charcoal Database Version 4","central core",2021-05-08,23,1424,2152,AU,AUS
1708,2153,"GeoB1023-5 core",-17.157217,11.011667,-1978,"marine sediment","Pollen slide",concentration,"Global Charcoal Database Version 3",-888888,2021-05-08,111,1425,2153,AO,AGO
1709,2154,"ODP1078C core",-11.91,13.4,-426,"marine sediment","Pollen slide",concentration,"Global Charcoal Database Version 3",-888888,2021-05-08,25,1426,2154,AO,AGO
1710,2155,"MD04-2845 core",45.35,-5.21,-4175,"marine sediment","Charcoal particles identified by imaging software",concentration,"Global Charcoal Database Version 4",-888888,2021-05-08,76,1427,2155,ES,ESP
1711,2156,"Megali Limni composite sequence",39.102,26.321,323,"lake sediment","Pollen slide",concentration,PANGAEA,"central core",2021-03-26,126,1428,2156,GR,GRC
1712,2157,"ODP hole 893A",34.28,-120.03,-577,"marine sediment","Pollen slide",concentration,PANGAEA,-888888,2021-03-26,22,1429,2157,US,USA
1713,2158,"Tswaing Crater core",-25.4158,28.1006,1100,"lake sediment","Pollen slide",concentration,PANGAEA,"central core",2021-03-26,22,1430,2158,ZA,ZAF
1714,2159,"Core Trident 163 31B-1",-3.61,-83.96,-3210,"marine sediment","Pollen slide",other,PANGAEA,-888888,2021-03-26,30,1431,2159,PE,PER
1715,2160,"Rumuiku Swamp core",-0.1858,37.9193,2154,"lake sediment","Pollen slide",other,PANGAEA,"central core",2021-03-26,30,1432,2160,KE,KEN
1716,2161,PAC-E,-13.6072,-73.495,3095,"lake sediment","Pollen slide",concentration,PANGAEA,"central core",2021-03-26,152,1433,2161,PE,PER
1717,2162,"NCL core",-27.67,153.41,20,"lake sediment","Pollen slide",concentration,PANGAEA,"central core",2021-03-26,6,1434,2162,AU,AUS
1703,2163,"Lake Tulane TFG",29.83,-81.95,35,"lake sediment","Pollen slide","pollen concentration",Neotoma,"central core",2021-12-01,156,1435,2163,US,USA
1718,2164,"URCB composite_250",47.04,-115.88,1710,"bog sediment",Sieved,"raw count",author,"central core",2021-03-26,212,1436,2164,US,USA
1718,2165,"URCB composite_150",47.04,-115.88,1710,"bog sediment",Sieved,"raw count",author,"central core",2021-03-26,182,1437,2165,US,USA
1719,2166,"Lake Orijarvi core",61.662891,27.211239,89.7,"lake sediment","Pollen slide",influx,"Global Charcoal Database Version 4","central core",2021-03-26,21,1438,2166,FI,FIN
1720,2167,"Fresh Pond Falmouth HF core",41.5935,-70.5338,6,"lake sediment",Sieved,concentration,author,"central core",2021-03-26,302,1439,2167,US,USA
1721,2168,"Bates Pond_Canterbury core",41.65878,-72.01623,95,"lake sediment","Pollen slide",other,author,-999999,2021-03-30,309,1440,2168,US,USA
1722,2169,"Belauer composite core",54.1,10.2533,26,"lake sediment",-999999,concentration,author,"central core",2021-12-01,211,1441,2169,DE,DEU
1723,2170,"Dubrava MS15",48.8673,17.1024,190,"bog sediment","Pollen slide",concentration,author,"central core",2021-11-03,134,1442,2170,CZ,CZE
1724,2171,"Duck Pond_Naushon core",41.494745,-70.71416,3,"lake sediment",-999999,concentration,author,"central core",2021-03-30,113,1443,2171,US,USA
1725,2172,"Gasak II profile",52.46,19.391266,81,"bog sediment","Pollen slide",concentration,author,"central core",2021-12-01,294,1444,2172,PL,POL
1726,2173,"Golebiewo I core",54.45,18.5,130,"bog sediment","Pollen slide",influx,author,"central core",2021-12-01,211,1445,2173,PL,POL
1727,2174,"Grosser Krebssee composite",52.85,14.0993,5,"lake sediment",-999999,concentration,author,-999999,2021-12-01,211,1446,2174,DE,DEU
1728,2175,"Iezerul Sadovei core",47.6036,25.449444,930,"lake sediment",Sieved,concentration,author,"central core",2021-12-01,13,1447,2175,RO,ROU
1729,2176,"Jagniecy Potok core",50.85,15.36,850,"bog sediment","Pollen slide",influx,author,"central core",2021-03-30,23,1448,2176,PL,POL
1730,2177,"Profile B_2007",52.5,19.494999,72,"lake sediment","Pollen slide",influx,author,"central core",2021-12-01,311,1449,2177,PL,POL
1731,2178,TDB-1,45.4,22.90166667,1740,"lake sediment",Sieved,influx,author,"central core",2021-03-30,14,1450,2178,RO,ROU
1732,2179,BUK-5,45.36,22.87416667,2040,"lake sediment",Sieved,influx,author,"central core",2021-03-30,14,1451,2179,RO,ROU
1733,2180,"Lake Lia core",45.35,22.87675,1910,"lake sediment",Sieved,influx,author,"central core",2021-03-30,14,1452,2180,RO,ROU
1734,2181,"Ruskowiejskie core",53.95,21.3117,144,"lake sediment","Pollen slide",influx,author,"central core",2021-12-01,211,1453,2181,PL,POL
1735,2182,"Marys Pond HF core",41.506151,-70.713474,26,"lake sediment",Sieved,concentration,author,"central core",2021-03-30,303,1454,2182,US,USA
1736,2183,"Miticka slatina core",48.81,18.1080833,330,"bog sediment","Pollen slide",concentration,author,"central core",2021-11-03,134,1455,2183,SK,SVK
1737,2184,"North Round Pond core",42.8476,-72.4519,317,"lake sediment","Pollen slide",concentration,author,"central core",2021-03-30,309,1456,2184,US,USA
1738,2185,PM2,47.87,18.4653,123,"bog sediment","Pollen slide",concentration,author,"central core",2021-11-03,134,1457,2185,SK,SVK
1738,2186,PM1,47.89,18.4614361,121,"bog sediment","Pollen slide",concentration,author,"central core",2021-11-03,134,1458,2186,SK,SVK
1739,2187,"Round Pond_Truro core",41.971,-70.011,4,"lake sediment",Sieved,concentration,author,"central core",2021-03-30,302,1459,2187,US,USA
1740,2188,"Suminko core",54.18,17.798333,163,"lake sediment","Pollen slide",influx,author,"central core",2021-12-01,28,1460,2188,PL,POL
1741,2189,"Litzelsee core",47.77,8.9306,413,"lake sediment","Pollen slide",count,author,"central core",2021-12-01,134,1461,2189,DE,DEU
1742,2190,"Rasna core",49.23,15.37,676,"bog sediment","Pollen slide",influx,author,"central core",2021-03-30,211,1462,2190,CZ,CZE
1743,2191,"Semenic profile",45.18,22.05944444,1500,"bog sediment","Pollen slide",influx,EPD,"central core",2021-03-30,211,1463,2191,RO,ROU
1744,2192,"Stazki core",54.43,18.0844,195,"bog sediment","Pollen slide",influx,author,"central core",2021-03-30,313,1464,2192,PL,POL
1745,2193,"Pecker Pond core",42.7133,-71.965,370,"lake sediment","Pollen slide",other,author,"central core",2021-04-08,309,1465,2193,US,USA
1746,2194,"Prasilske composite",49.06,13.4,1079,"lake sediment",-999999,influx,author,"central core",2021-12-01,211,1466,2194,DE,DEU
1747,2195,"Romoty palaeolake core",53.8,22.6328,119,"lake sediment","Pollen slide",other,author,"central core",2021-04-08,164,1467,2195,PL,POL
1748,2196,"Deep Pond_Falmouth core",41.564087,-70.635791,23,"lake sediment",Sieved,concentration,author,"central core",2021-04-08,113,1468,2196,US,USA
1749,2197,"Birzulis Core B",55.78,22.4369444444,148,"lake sediment","Pollen slide",concentration,author,"marginal core",2021-04-16,164,1469,2197,LT,LTU
1749,2198,"Birzulio Sasmauka",55.78,22.4369444444,148,"lake sediment","Pollen slide",concentration,author,"marginal core",2021-04-16,164,1470,2198,LT,LTU
1750,2199,"Cepkeliai core",54.01,24.617,131,"bog sediment","Pollen slide","pollen concentration",author,"marginal core",2021-11-14,164,1471,2199,LT,LTU
1751,2200,"Penningholmen core_macro",66.03,17.43,425,soil,Sieved,concentration,author,"central core",2021-04-16,134,1472,2200,SE,SWE
1752,2201,"Ginkunai core",55.95,23.3386,107,"lake sediment","Pollen slide","raw count",author,"central core",2021-04-16,137,1473,2201,LT,LTU
